,epsilon_progress,nfe
0,0,0
1,10,100
2,51,1196
3,93,2294
4,128,3389
5,178,4485
6,215,5559
7,229,6601
8,236,7656
9,240,8656
10,243,9668
11,244,10678
12,244,11686
13,244,12686
14,245,13697
15,245,14783
16,245,15816
17,246,16901
18,248,17924
19,248,18931
20,248,19964
21,248,20992
22,248,22015
23,248,23018
24,249,24099
25,249,25101
26,249,26108
27,249,27119
28,249,28137
29,249,29150
30,249,30050
