,epsilon_progress,nfe
0,0,0
1,20,100
2,49,1194
3,93,2285
4,140,3380
5,181,4444
6,212,5508
7,225,6523
8,231,7605
9,234,8700
10,234,9726
11,244,10762
12,250,11805
13,251,12845
14,254,13884
15,257,14922
16,261,15970
17,263,17017
18,264,18071
19,264,19215
20,264,20325
21,264,21419
22,264,22508
23,264,23605
24,264,24699
25,264,25821
26,264,26936
27,264,28053
28,264,29160
29,264,30086
