,epsilon_progress,nfe
0,0,0
1,18,100
2,90,1199
3,148,2292
4,205,3386
5,271,4478
6,349,5563
7,426,6639
8,470,7707
9,493,8764
10,515,9835
11,530,10972
12,542,12094
13,546,13209
14,552,14324
15,558,15443
16,559,16555
17,564,17685
18,570,18813
19,577,19956
20,582,21092
21,585,22234
22,586,23374
23,590,24512
24,594,25653
25,601,26790
26,605,27928
27,607,29072
28,611,30206
