,epsilon_progress,nfe
0,0,0
1,12,100
2,42,1195
3,86,2289
4,139,3384
5,196,4473
6,246,5552
7,280,6608
8,288,7639
9,291,8645
10,292,9679
11,292,10686
12,293,11689
13,293,12713
14,293,13747
15,293,14772
16,293,15801
17,294,16826
18,294,17863
19,294,18886
20,294,19927
21,294,20953
22,294,21993
23,294,23026
24,294,24055
25,294,25093
26,294,26116
27,294,27130
28,294,28168
29,294,29206
30,294,30060
