,epsilon_progress,nfe
0,0,0
1,12,100
2,53,1196
3,112,2290
4,172,3387
5,216,4467
6,253,5501
7,272,6514
8,294,7562
9,315,8620
10,318,9674
11,323,10866
12,325,12044
13,331,13202
14,335,14363
15,337,15559
16,337,16759
17,338,17955
18,339,19144
19,343,20327
20,345,21525
21,346,22725
22,348,23926
23,349,25116
24,350,26320
25,350,27530
26,350,28736
27,350,29932
28,350,30167
