,epsilon_progress,nfe
0,0,0
1,14,100
2,43,1197
3,79,2293
4,113,3390
5,141,4467
6,157,5513
7,164,6514
8,167,7536
9,173,8552
10,176,9585
11,184,10671
12,194,11701
13,211,12762
14,219,13810
15,225,14862
16,229,15913
17,232,16968
18,235,18036
19,237,19077
20,237,20199
21,238,21295
22,240,22383
23,243,23481
24,243,24585
25,243,25703
26,245,26796
27,245,27899
28,245,29007
29,245,30114
