,epsilon_progress,nfe
0,0,0
1,12,100
2,23,1196
3,46,2293
4,101,3391
5,153,4476
6,181,5544
7,203,6576
8,217,7602
9,222,8668
10,229,9668
11,231,10742
12,234,11803
13,241,12883
14,244,13962
15,249,15048
16,250,16062
17,250,17080
18,251,18093
19,251,19102
20,252,20139
21,252,21193
22,252,22229
23,253,23247
24,253,24289
25,253,25315
26,253,26350
27,253,27360
28,254,28397
29,254,29425
30,254,30078
