,epsilon_progress,nfe
0,0,0
1,14,100
2,66,1199
3,139,2293
4,251,3387
5,373,4473
6,472,5565
7,550,6658
8,615,7746
9,683,8828
10,716,9896
11,741,10941
12,745,11966
13,749,13005
14,752,14036
15,756,15063
16,760,16098
17,765,17123
18,766,18173
19,766,19205
20,768,20249
