,epsilon_progress,nfe
0,0,0
1,16,100
2,48,1198
3,89,2294
4,127,3383
5,153,4458
6,182,5529
7,203,6596
8,206,7669
9,209,8692
10,211,9768
11,212,10841
12,212,11892
13,213,12898
14,213,13976
15,214,14977
16,214,16061
17,214,17137
18,214,18139
19,215,19187
20,216,20075
