,epsilon_progress,nfe
0,0,0
1,9,100
2,43,1191
3,74,2288
4,127,3384
5,154,4460
6,161,5477
7,164,6522
8,168,7569
9,171,8606
10,181,9627
11,186,10656
12,193,11680
13,195,12704
14,199,13715
15,200,14779
16,206,15817
17,206,16843
18,209,17864
19,212,18889
20,213,19913
21,214,20944
22,215,21963
23,215,23008
24,215,24044
25,215,25071
26,215,26120
27,215,27139
28,215,28185
29,215,29234
30,215,30058
