,epsilon_progress,nfe
0,0,0
1,7,100
2,60,1195
3,118,2294
4,169,3390
5,210,4484
6,253,5557
7,275,6571
8,280,7576
9,286,8578
10,291,9583
11,294,10608
12,295,11632
13,299,12646
14,302,13684
15,310,14728
16,315,15768
17,323,16816
18,327,17863
19,329,18899
20,331,20026
21,334,21186
22,334,22204
23,335,23210
24,335,24237
25,335,25250
26,335,26263
27,335,27272
28,336,28428
29,337,29445
30,337,30118
