,epsilon_progress,nfe
0,0,0
1,10,100
2,56,1100
3,128,2194
4,198,3286
5,232,4370
6,261,5445
7,272,6470
8,279,7516
9,282,8558
10,284,9601
11,289,10609
12,289,11697
13,289,12755
14,293,13763
15,300,14842
16,310,15847
17,316,16885
18,322,17925
19,325,19063
20,326,20138
21,328,21214
22,329,22284
23,330,23341
24,331,24423
25,331,25509
26,332,26595
27,332,27696
28,333,28771
29,333,29850
30,333,30007
