,epsilon_progress,nfe
0,0,0
1,16,100
2,121,1197
3,178,2296
4,257,3393
5,331,4486
6,430,5582
7,509,6669
8,566,7760
9,612,8828
10,642,9901
11,662,10986
12,667,12046
13,673,13113
14,675,14180
15,677,15253
16,680,16330
17,684,17413
18,684,18483
19,687,19552
20,689,20090
