,epsilon_progress,nfe
0,0,0
1,16,100
2,69,1196
3,129,2291
4,180,3382
5,263,4465
6,324,5547
7,376,6616
8,399,7649
9,417,8739
10,427,9832
11,438,10887
12,444,11932
13,446,12960
14,452,13996
15,457,15046
16,464,16101
17,477,17153
18,492,18221
19,503,19395
20,509,20466
21,515,21536
22,516,22596
23,518,23662
24,518,24720
25,519,25788
26,519,26825
27,520,27889
28,521,28956
29,521,30030
