,epsilon_progress,nfe
0,0,0
1,14,100
2,80,1194
3,159,2291
4,262,3388
5,367,4483
6,420,5483
7,482,6570
8,526,7655
9,557,8737
10,581,9816
11,607,10903
12,625,12215
13,631,13521
14,633,14825
15,636,16123
16,637,17434
17,639,18721
18,640,20030
