,epsilon_progress,nfe
0,0,0
1,8,100
2,25,1193
3,70,2289
4,115,3379
5,163,4464
6,204,5497
7,223,6510
8,232,7531
9,240,8575
10,246,9641
11,248,10677
12,248,11713
13,250,12755
14,251,13791
15,251,14821
16,251,15848
17,251,16878
18,251,17905
19,251,18918
20,252,19938
21,252,20068
