,epsilon_progress,nfe
0,0,0
1,8,100
2,41,1198
3,91,2292
4,129,3386
5,168,4477
6,195,5541
7,216,6558
8,229,7570
9,232,8639
10,235,9711
11,235,10790
12,236,11796
13,236,12873
14,237,13962
15,237,14970
16,238,15970
17,238,16970
18,239,17973
19,239,18981
20,239,19991
21,239,20993
22,239,21999
23,239,23008
24,239,24031
25,239,25049
26,239,26056
27,239,27143
28,239,28163
29,239,29184
30,239,30011
