,epsilon_progress,nfe
0,0,0
1,18,100
2,80,1195
3,145,2289
4,198,3381
5,267,4473
6,340,5554
7,407,6635
8,442,7705
9,448,8770
10,451,9818
11,453,10860
12,454,11873
13,456,12898
14,457,13923
15,460,14939
16,460,16074
17,460,17210
18,461,18346
19,462,19367
20,462,20371
21,463,21390
22,463,22529
23,464,23546
24,465,24692
25,465,25706
26,465,26714
27,465,27733
28,465,28752
29,466,29774
30,466,30063
