,epsilon_progress,nfe
0,0,0
1,22,100
2,74,1198
3,125,2292
4,160,3387
5,196,4482
6,218,5565
7,251,6645
8,279,7700
9,298,8733
10,313,9868
11,322,10974
12,324,12044
13,328,13147
14,331,14255
15,336,15347
16,340,16461
17,340,17584
18,343,18693
19,343,19814
20,345,20916
21,345,22040
22,347,23168
23,348,24198
24,348,25209
25,349,26385
26,349,27548
27,349,28733
28,349,29901
29,349,30103
