,epsilon_progress,nfe
0,0,0
1,7,100
2,21,1196
3,50,2291
4,102,3383
5,155,4465
6,179,5531
7,191,6561
8,195,7623
9,199,8683
10,204,9713
11,205,10782
12,206,11850
13,207,12911
14,208,13976
15,210,15055
16,210,16055
17,210,17074
18,211,18084
19,214,19124
20,215,20141
21,218,21149
22,221,22193
23,221,23199
24,224,24235
25,226,25285
26,227,26338
27,229,27381
28,231,28428
29,231,29475
30,232,30055
