,epsilon_progress,nfe
0,0,0
1,12,100
2,48,1199
3,89,2298
4,152,3392
5,208,4476
6,239,5562
7,260,6638
8,269,7678
9,281,8694
10,291,9730
11,298,10742
12,303,11747
13,304,12776
14,304,13799
15,304,14811
16,305,15843
17,305,16862
18,306,17883
19,306,18915
20,306,19921
21,306,20941
22,306,21952
23,307,22963
24,308,23982
25,308,25026
26,308,26054
27,308,27084
28,309,28102
29,310,29126
30,310,30153
