,epsilon_progress,nfe
0,0,0
1,4,100
2,45,1196
3,96,2294
4,175,3386
5,274,4478
6,332,5551
7,346,6594
8,356,7654
9,368,8714
10,375,9782
11,378,10895
12,384,12010
13,385,13106
14,385,14197
15,386,15294
16,390,16419
17,391,17512
18,393,18613
19,393,19709
20,394,20795
21,394,21895
22,394,22989
23,395,24089
24,395,25185
25,395,26263
26,396,27376
27,396,28468
28,396,29564
29,396,30011
