,epsilon_progress,nfe
0,0,0
1,9,100
2,32,1191
3,53,2288
4,80,3386
5,138,4473
6,198,5564
7,236,6625
8,250,7628
9,252,8638
10,252,9717
11,252,10738
12,253,11824
13,253,12850
14,254,13872
15,254,14889
16,254,15908
17,254,16933
18,254,17952
19,254,18987
20,254,20005
21,254,21086
22,254,22098
23,254,23121
24,254,24127
25,254,25135
26,254,26144
27,254,27157
28,254,28183
29,254,29221
30,254,30060
