,epsilon_progress,nfe
0,0,0
1,6,100
2,47,1194
3,103,2287
4,152,3383
5,200,4478
6,245,5570
7,290,6658
8,316,7684
9,333,8732
10,346,9778
11,348,10790
12,350,11971
13,351,13121
14,351,14257
15,352,15426
16,352,16601
17,352,17783
18,353,18954
19,353,20124
20,354,21299
21,354,22417
22,354,23577
23,354,24746
24,355,25917
25,356,27074
26,356,28248
27,356,29423
28,356,30019
