,epsilon_progress,nfe
0,0,0
1,9,100
2,32,1189
3,84,2285
4,119,3376
5,136,4396
6,142,5422
7,143,6452
8,147,7456
9,147,8475
10,153,9502
11,155,10528
12,155,11537
13,157,12561
14,168,13587
15,170,14594
16,173,15620
17,175,16666
18,176,17712
19,176,18762
20,176,19798
21,177,20846
22,177,21898
23,177,22945
24,177,23985
25,178,25052
26,179,26106
27,179,27149
28,180,28179
29,180,29231
30,181,30030
