,epsilon_progress,nfe
0,0,0
1,12,100
2,49,1197
3,103,2294
4,207,3386
5,325,4470
6,396,5549
7,436,6612
8,457,7664
9,470,8723
10,483,9792
11,493,10810
12,497,11822
13,499,12837
14,500,13839
15,500,14860
16,502,16052
17,504,17055
18,504,18056
19,504,19258
20,504,20273
21,505,21299
22,505,22320
23,506,23351
24,506,24370
25,507,25410
26,507,26439
27,508,27461
28,508,28485
29,508,29505
30,508,30115
