,epsilon_progress,nfe
0,0,0
1,8,100
2,27,1191
3,70,2288
4,121,3383
5,173,4443
6,213,5490
7,221,6575
8,229,7668
9,233,8746
10,233,9825
11,237,10893
12,242,11973
13,245,13058
14,247,14084
15,251,15107
16,255,16149
17,256,17189
18,260,18234
19,265,19286
20,265,20422
21,265,21553
22,266,22670
23,266,23779
24,266,24885
25,268,25997
26,268,27110
27,269,28219
28,269,29343
29,269,30049
