,epsilon_progress,nfe
0,0,0
1,16,100
2,43,1196
3,88,2292
4,124,3389
5,165,4467
6,188,5530
7,190,6583
8,193,7655
9,195,8702
10,198,9723
11,203,10762
12,212,11769
13,218,12774
14,221,13814
15,221,14835
16,223,15864
17,227,16874
18,230,17916
19,230,18985
20,232,19986
21,232,21008
22,232,22053
23,233,23110
24,233,24167
25,233,25229
26,233,26232
27,233,27301
28,233,28364
29,233,29436
30,233,30051
