,epsilon_progress,nfe
0,0,0
1,14,100
2,49,1187
3,110,2283
4,178,3376
5,222,4460
6,268,5522
7,300,6568
8,330,7617
9,341,8671
10,349,9724
11,357,10836
12,358,11945
13,359,13030
14,361,14106
15,362,15191
16,363,16297
17,365,17398
18,365,18497
19,365,19616
20,366,20724
21,368,21832
22,369,22928
23,370,24034
24,370,25150
25,370,26262
26,371,27379
27,372,28476
28,372,29587
29,372,30142
