,epsilon_progress,nfe
0,0,0
1,7,100
2,49,1194
3,91,2289
4,134,3387
5,178,4472
6,210,5512
7,218,6577
8,222,7632
9,223,8643
10,227,9682
11,229,10727
12,233,11771
13,235,12804
14,235,13819
15,235,14882
16,237,15899
17,240,16928
18,240,17990
19,241,19053
20,242,20057
21,242,21106
22,243,22130
23,243,23148
24,243,24152
25,243,25158
26,243,26159
27,243,27180
28,243,28182
29,243,29246
30,243,30066
