,epsilon_progress,nfe
0,0,0
1,10,100
2,35,1195
3,107,2292
4,170,3390
5,261,4479
6,326,5564
7,347,6619
8,369,7683
9,386,8733
10,395,9783
11,399,10911
12,402,12024
13,402,13139
14,402,14252
15,402,15364
16,403,16465
17,403,17579
18,404,18692
19,405,19805
20,406,20906
21,407,22016
22,407,23136
23,407,24242
24,407,25335
25,407,26446
26,407,27555
27,407,28669
28,407,29791
29,408,30014
