,epsilon_progress,nfe
0,0,0
1,14,100
2,43,1193
3,105,2288
4,141,3385
5,182,4472
6,204,5505
7,227,6529
8,243,7544
9,261,8591
10,279,9653
11,286,10742
12,294,11803
13,297,12870
14,300,13940
15,305,15005
16,307,16081
17,308,17142
18,309,18210
19,309,19288
20,309,20340
21,309,21405
22,309,22477
23,309,23551
24,309,24621
25,309,25688
26,312,26763
27,312,27837
28,313,28914
29,314,29968
30,314,30186
