,epsilon_progress,nfe
0,0,0
1,6,100
2,39,1197
3,94,2292
4,147,3388
5,201,4474
6,244,5537
7,256,6552
8,266,7564
9,271,8578
10,272,9596
11,272,10600
12,274,11686
13,277,12695
14,278,13703
15,281,14716
16,282,15718
17,286,16738
18,290,17772
19,294,18814
20,295,19857
21,297,20899
22,299,21939
23,299,22958
24,299,23993
25,299,25016
26,301,26051
27,302,27095
28,302,28148
29,302,29196
30,303,30116
