,epsilon_progress,nfe
0,0,0
1,13,100
2,84,1199
3,144,2295
4,228,3389
5,322,4479
6,420,5572
7,508,6656
8,553,7727
9,579,8801
10,608,9871
11,640,11224
12,661,12575
13,677,13888
14,681,15215
15,688,16545
16,695,17866
17,700,19188
18,702,20518
19,711,21849
20,713,23183
21,713,24515
22,715,25828
23,719,27161
24,720,28494
25,720,29839
26,720,30280
