,epsilon_progress,nfe
0,0,0
1,16,100
2,58,1194
3,109,2292
4,165,3389
5,227,4483
6,279,5568
7,300,6622
8,314,7678
9,319,8741
10,324,9813
11,333,10946
12,333,12078
13,336,13213
14,336,14333
15,338,15450
16,341,16589
17,343,17715
18,345,18840
19,346,19990
20,347,21102
21,347,22237
22,348,23377
23,350,24521
24,352,25665
25,353,26807
26,354,27945
27,355,29078
28,355,30033
