,A0_ID_flood_wave_shape,A1_Bmax,A1_Brate,A1_pfail,A2_Bmax,A2_Brate,A2_pfail,A3_Bmax,A3_Brate,A3_pfail,A4_Bmax,A4_Brate,A4_pfail,A5_Bmax,A5_Brate,A5_pfail,discount_rate_0,discount_rate_1,discount_rate_2,EWS_DaysToThreat,rfr_0_t0,rfr_0_t1,rfr_0_t2,rfr_1_t0,rfr_1_t1,rfr_1_t2,rfr_2_t0,rfr_2_t1,rfr_2_t2,rfr_3_t0,rfr_3_t1,rfr_3_t2,rfr_4_t0,rfr_4_t1,rfr_4_t2,A1_DikeIncrease_t0,A1_DikeIncrease_t1,A1_DikeIncrease_t2,A2_DikeIncrease_t0,A2_DikeIncrease_t1,A2_DikeIncrease_t2,A3_DikeIncrease_t0,A3_DikeIncrease_t1,A3_DikeIncrease_t2,A4_DikeIncrease_t0,A4_DikeIncrease_t1,A4_DikeIncrease_t2,A5_DikeIncrease_t0,A5_DikeIncrease_t1,A5_DikeIncrease_t2,scenario,policy,model,A1_Expected_Annual_Damage,A1_Expected_Number_of_Deaths,A2_Expected_Annual_Damage,A2_Expected_Number_of_Deaths,A3_Expected_Annual_Damage,A3_Expected_Number_of_Deaths,A4_Expected_Annual_Damage,A4_Expected_Number_of_Deaths,A5_Expected_Annual_Damage,A5_Expected_Number_of_Deaths,Total_Infrastructure_Costs,Total_Expected_Annual_Damage,Total_Expected_Number_of_Deaths
53891,7,186.6045546190156,1.0,0.89850029165155,143.39228532680613,1.0,0.5271258813812296,155.94108332368853,10.0,0.3994750524385181,37.69169196144182,1.5,0.0362569119565758,74.19501451221973,10.0,0.3797412517041238,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53891,Base Case,dikesnet,0.0,0.0,103474888.7096586,0.0950255904092041,399763036.1329953,0.6837696976249518,175784219.20726717,0.0690366935956414,0.0,0.0,0.0,679022144.049921,0.8478319816297974
88509,69,321.2737031038778,1.0,0.89137783137497,205.15823582602025,1.5,0.1591207774548849,208.956799860098,1.0,0.6046466640185397,273.1792409642511,10.0,0.0469361909117709,166.90812642360655,1.0,0.5732543755494233,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88509,Base Case,dikesnet,0.0,0.0,477172704.2700459,0.3779981060139842,0.0,0.0,175758401.67883632,0.0610156748119058,0.0,0.0,0.0,652931105.9488822,0.43901378082589
40352,27,137.2984939406311,10.0,0.4614596132142534,213.51981186944383,10.0,0.3083495458305031,125.62589847423064,1.5,0.7947231938602808,104.71058351362186,1.5,0.0083063533775811,85.87692521545335,10.0,0.7935404733209488,3.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40352,Base Case,dikesnet,503572797.0601167,0.3512406380157027,208572687.6478341,0.190083846160334,0.0,0.0,175637591.5045506,0.0724369228796782,0.0,0.0,0.0,887783076.2125014,0.6137614070557149
6380,124,50.607339528596015,10.0,0.9457437598515984,307.81356661530174,1.0,0.2247112498453494,318.4239210007976,1.5,0.7374543556473785,221.13224077800044,10.0,0.000486827509383,231.2977343434545,1.0,0.5112232115433064,1.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6380,Base Case,dikesnet,0.0,0.0,344530935.6628358,0.2752312644765362,0.0,0.0,175574123.69650006,0.060635726882984,0.0,0.0,0.0,520105059.35933584,0.3358669913595203
37310,78,253.13905505003345,1.0,0.5247185654651919,115.6473898409596,10.0,0.4191049833938088,160.67713699921893,1.0,0.9509333560331492,37.64975731529108,1.5,0.0141129619732466,300.82391625100377,1.0,0.724358843057559,1.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37310,Base Case,dikesnet,195638927.9212713,0.130169245660796,104911313.40985948,0.0918701397109595,0.0,0.0,175526104.05613643,0.066127434920345,0.0,0.0,0.0,476076345.3872672,0.2881668202921006
81683,103,96.1795508432287,1.5,0.8815684213740265,121.35168160282392,1.5,0.586465689710523,108.35451493675627,1.0,0.8793332976260791,271.93392143659435,10.0,0.0381276628923215,126.78827710874528,1.0,0.8595420567780847,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81683,Base Case,dikesnet,0.0,0.0,56924234.75502611,0.0538316915454373,17261143.04191961,0.0311327398032539,175472336.57990396,0.0708219747643075,0.0,0.0,0.0,249657714.37684968,0.1557864061129988
65569,37,147.33728158615048,1.5,0.6257516455891847,114.92652286989971,10.0,0.5685536003701668,203.28685812335377,1.0,0.4230438598723443,218.90064145691903,10.0,0.0038073225193102,125.1738897671832,1.5,0.1304812790725031,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65569,Base Case,dikesnet,82114528.63563329,0.0594605788949798,55607781.090983935,0.0535265674996457,317276148.9899195,0.5667506516514316,175420065.7700917,0.0724218934249938,0.0,0.0,0.0,630418524.4866284,0.752159691471051
97455,132,298.69301392776606,1.5,0.4760883478905265,280.2356358698385,10.0,0.686128139085208,205.52765288063432,10.0,0.3907995454754793,196.72728601943,1.5,0.011943153645976,234.9500642247984,1.5,0.6190154460758351,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97455,Base Case,dikesnet,323091173.71686614,0.2189615360364768,0.0,0.0,326028551.81735027,0.5569522124971149,175415591.3116243,0.0688318169087208,0.0,0.0,0.0,824535316.8458407,0.8447455654423126
13624,96,319.417653302661,10.0,0.4440892774060407,268.6012454264392,10.0,0.325133207735387,208.2290935147576,1.0,0.999501587578624,162.19695465501354,1.5,0.0396944588238972,110.13370209394786,10.0,0.4679673662206617,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13624,Base Case,dikesnet,511280555.7549776,0.3489931453812199,151230019.4557071,0.1340822644674315,0.0,0.0,175354746.20451638,0.0703511201975288,0.0,0.0,0.0,837865321.4152012,0.5534265300461804
62817,108,163.09461281521465,1.5,0.8954952673372722,216.8546711329145,1.5,0.273013651796876,343.1572784307535,1.5,0.8841836599486235,274.9932802124752,1.5,0.0178277415462012,40.45472631325616,1.5,0.7555781966575239,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62817,Base Case,dikesnet,0.0,0.0,235218792.6860133,0.1926099758930959,0.0,0.0,175306029.45946017,0.061790004506305,0.0,0.0,0.0,410524822.1454735,0.254399980399401
50985,24,194.40538940487488,1.0,0.4075672124447195,204.43719264539,1.5,0.7670537394396459,94.74998626229416,1.5,0.5535061465757388,195.01174721081333,10.0,0.0153706317844121,291.7584195974724,10.0,0.0929911755020915,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50985,Base Case,dikesnet,964983090.9509158,0.6183661959408543,0.0,0.0,0.0,0.0,175263422.4063508,0.0659746677669797,0.0,0.0,0.0,1140246513.357267,0.6843408637078341
83650,74,70.1089187440609,1.0,0.8352943489321785,309.8878292130192,10.0,0.4007884104385039,170.75527183742176,10.0,0.2913101093458216,160.62353874310998,1.5,0.0294709842575825,298.6785550928372,10.0,0.4993226263617266,3.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83650,Base Case,dikesnet,1504200.6661093703,0.0010406887319952,106793189.38934325,0.0951801788248814,891250488.2795956,1.4558754650074266,175245219.2142442,0.0659654274591315,0.0,0.0,0.0,1174793097.5492923,1.6180617600234348
54766,43,279.592860446272,1.0,0.6923049516599927,44.02471120984426,1.5,0.8708970808410448,202.7414034826238,1.0,0.8306069457670059,207.9011528746041,10.0,0.0762927917469509,164.49265627439848,1.0,0.2711620147852647,3.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54766,Base Case,dikesnet,39007662.54108144,0.0243264566092682,27529779.49549684,0.023190309983696,75739742.46354721,0.1189373159521638,175204820.0426313,0.0659083013016722,13692221.981078122,0.0103982536695608,0.0,331174226.52383494,0.2427606375163612
26634,46,290.52421356420973,1.0,0.8210863418481924,98.58550152511776,1.5,0.6830604401350681,293.06477657315884,1.0,0.7618564569798211,35.625899005362655,10.0,0.0681647171878061,111.36389335236248,10.0,0.2400157118140742,1.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26634,Base Case,dikesnet,0.0,0.0,41826128.91552764,0.0328280108796502,69996305.64255863,0.1030707662429644,175202441.92215097,0.0610116360543924,114235017.3833265,0.0821546989949204,0.0,401259893.8635638,0.2790651121719275
44568,74,254.1998071614665,10.0,0.4990926687375253,84.78175715428063,10.0,0.8766181448786958,173.83281081950372,10.0,0.7344275164296251,49.87565256273217,1.5,0.0411172675688274,86.47423306627601,10.0,0.264724482184181,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44568,Base Case,dikesnet,306684936.06652296,0.2237861556367628,0.0,0.0,7501601.191317249,0.0141652361212933,175145806.68015328,0.0754624633594569,5432280.553405225,0.0050030069182883,0.0,494764624.4913988,0.3184168620358015
74181,14,121.30217507874475,10.0,0.8634153801935185,141.63532854050624,1.5,0.3912269550018835,327.9407752376539,10.0,0.3869056442042174,304.46803275695737,1.5,0.0416583378452097,74.9633429114103,1.5,0.1279449490429259,3.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74181,Base Case,dikesnet,0.0,0.0,164277611.99461544,0.1538808267367045,475161308.6591487,0.8383992118533097,175133048.35747886,0.0721627884909036,0.0,0.0,0.0,814571969.011243,1.064442827080918
46281,24,256.10853185116366,1.5,0.9518492062514324,201.28763627728688,1.0,0.6743147066623663,165.55163977223924,10.0,0.4093726608977601,175.6796698886627,10.0,0.0147943431902334,174.33509899910953,1.0,0.2147350851984593,3.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46281,Base Case,dikesnet,0.0,0.0,39887165.82830387,0.0390893179321306,318751378.49479884,0.5713880503804771,175130595.69239676,0.0721619936447801,0.0,0.0,0.0,533769140.0154995,0.682639361957388
92800,128,288.41738306819315,10.0,0.4782393283176868,274.5969614077463,1.5,0.8565483320620324,191.5599012093524,1.0,0.7465684130534268,167.21293951359348,1.5,0.0445213114857398,79.98788046314085,1.5,0.5062010994746742,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92800,Base Case,dikesnet,349665722.207894,0.2189297835462957,0.0,0.0,0.0,0.0,175128795.11435923,0.0643518354964436,0.0,0.0,0.0,524794517.3222532,0.2832816190427393
77125,90,213.1531518942199,1.5,0.4707896762527342,195.63242647278605,10.0,0.4824241436925331,198.2603376023016,10.0,0.4165653696202545,302.88694052933374,1.5,0.0026368079733969,41.17827025672679,10.0,0.3226555848308886,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77125,Base Case,dikesnet,329474017.8067022,0.2160204902815214,70309623.81389004,0.0611817290284742,334669242.7859842,0.5532361668178907,175085781.0976555,0.0658885617296993,0.0,0.0,0.0,909538665.504232,0.8963269478575857
84695,62,134.49201170182,1.5,0.8845185596793701,203.4124969068728,10.0,0.4584669757133572,91.73863287810434,1.0,0.9047559194721716,329.99874462916904,1.5,0.0344662920036392,260.0205775593063,1.5,0.7263388004779938,2.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84695,Base Case,dikesnet,0.0,0.0,101628462.9342461,0.0947914990697376,0.0,0.0,175066014.63850597,0.0702204214315271,0.0,0.0,0.0,276694477.57275206,0.1650119205012647
16104,89,312.4431230956613,1.0,0.689934567913865,101.12526393473252,1.0,0.176145314459807,139.41631739121772,10.0,0.8374298653548158,35.08678350244841,1.5,0.035392739171053,128.319211048277,1.0,0.1151407661934024,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16104,Base Case,dikesnet,60343209.02288688,0.0391172580003001,467451325.6288364,0.374954842952079,0.0,0.0,175058167.18127605,0.0616701318148984,28816593.885926045,0.0222876127953026,0.0,731669295.7189254,0.4980298455625803
22995,22,130.00215675739676,1.5,0.4217496096008542,272.6676913077384,1.0,0.9796767270642536,336.73077206104585,10.0,0.8863154977091112,328.0451755874839,1.0,0.0139530761587198,281.8145423195685,1.0,0.4134181117485643,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22995,Base Case,dikesnet,769031279.0250826,0.4938652983578111,0.0,0.0,0.0,0.0,175053325.21364003,0.0658834361128499,0.0,0.0,0.0,944084604.2387226,0.5597487344706611
76235,13,52.22198954546333,10.0,0.8273411300441278,188.82230248439,1.0,0.3016094958959543,142.2042771337565,10.0,0.7156598132304909,53.331996649826095,1.0,0.005720495653458,317.09453339138867,10.0,0.9033027217903454,1.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76235,Base Case,dikesnet,0.0,0.0,189224285.1066799,0.1493275303643411,0.0,0.0,175032345.54488748,0.0580747875801557,0.0,0.0,0.0,364256630.65156734,0.2074023179444969
66703,27,154.72142173628043,10.0,0.7960727861705974,272.93961486225,1.0,0.7187264617788207,282.1557757051753,1.0,0.3247096885359933,108.37159237974478,1.0,0.0449149176233086,275.3040769361874,10.0,0.9270924599276616,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66703,Base Case,dikesnet,14296590.43601648,0.0103356139824818,40804124.89640227,0.0392577796263371,615513866.5134755,1.0674125254484617,174950781.61160064,0.0701360843782065,0.0,0.0,0.0,845565363.457495,1.1871420034354874
60702,125,51.27329916535105,1.5,0.7553240300690722,141.4549789851699,1.0,0.8009126607784081,282.0846488297933,1.0,0.4875306768650049,171.88778175948153,1.0,0.0491934554806325,148.95199979776143,1.0,0.2201088519298926,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60702,Base Case,dikesnet,19096380.23339184,0.0135235255383088,24498235.09373829,0.0234447749068146,199217665.35338733,0.3475169493091661,174948821.66658753,0.0712752305165078,0.0,0.0,0.0,417761102.34710497,0.4557604802707975
27055,10,131.35833560554943,10.0,0.9184971877522102,143.98898247891378,1.0,0.5310684805596725,87.37414274768054,10.0,0.7410941020515228,263.6648543613105,1.5,8.999126989310835e-05,195.12234633209937,10.0,0.3971429894595035,2.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27055,Base Case,dikesnet,0.0,0.0,56811336.260262325,0.0536234540664844,29354863.62129652,0.0523204005590339,174835702.09530064,0.0703270078202453,0.0,0.0,0.0,261001901.97685948,0.1762708624457638
54340,101,199.1852223386784,1.0,0.6605692962116457,333.5421196493127,1.0,0.6989545393625132,145.2551191481282,10.0,0.3570473915978457,188.19825555053103,1.5,0.0538419842258583,35.47914624930317,1.0,0.2499320702138641,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54340,Base Case,dikesnet,60266323.07264474,0.0390590920737939,37782992.70152442,0.0328169756614623,536460449.6451982,0.8467826944797315,174688494.0636675,0.0641393503084445,12612169.453487488,0.0099602370627979,0.0,821810428.9365225,0.9927583495862304
64163,32,44.9115856979783,1.5,0.9814881697334208,154.21686119282447,1.5,0.4047129889865964,34.413349723606736,1.5,0.7648410674578792,168.05422935691772,1.5,0.009614433468484,265.661263200594,1.0,0.9327811289916628,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64163,Base Case,dikesnet,0.0,0.0,106300916.4554024,0.0943143180116113,0.0,0.0,174674978.96007836,0.0656855001173396,0.0,0.0,0.0,280975895.41548073,0.1599998181289509
73705,45,92.5276347192715,1.5,0.6286438526078699,155.30817739504874,1.5,0.8679669700759896,129.9902191403075,1.5,0.8693939405768055,119.67724706629134,1.5,0.0142881694534584,208.3800474960608,1.5,0.9421226464229993,2.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73705,Base Case,dikesnet,80330574.45497331,0.0602308157640594,14389236.5248567,0.0147206109888088,62379504.25636849,0.1186263064951074,174654228.10562146,0.0761847396319733,0.0,0.0,0.0,331753543.34181994,0.2697624728799491
78680,67,131.252719364242,10.0,0.9910249511216676,119.8085955825876,10.0,0.2382620839317203,259.22098911967305,10.0,0.8961409476569406,184.64221627358512,10.0,0.01224199014663,92.71046210160536,10.0,0.7949623887203752,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78680,Base Case,dikesnet,0.0,0.0,325465485.39824426,0.2780444215522902,0.0,0.0,174653525.37053984,0.0656650717173615,0.0,0.0,0.0,500119010.7687841,0.3437094932696517
39423,121,202.4862392378972,1.5,0.5201342695562534,325.7034668851757,10.0,0.2575487566759898,203.411377370573,1.0,0.2672042398403703,160.5917232214587,1.5,0.0155720961669849,319.98580849104707,10.0,0.1391032021492081,1.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39423,Base Case,dikesnet,241460271.9526021,0.1503606134182114,276352333.0885703,0.2219234257076212,932030784.7502444,1.4154875288730184,174643791.41922936,0.0601925971358658,0.0,0.0,0.0,1624487181.2106462,1.847964165134717
33047,88,180.95090554936883,1.0,0.9552988759266722,314.373805458364,1.5,0.3975666278101299,74.58613728351554,1.0,0.634653921207682,142.32573863759455,1.5,0.0115862485665553,283.93874763853177,10.0,0.8285125688480763,2.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33047,Base Case,dikesnet,0.0,0.0,112554616.4678234,0.0931042798281555,30853335.967220947,0.0492571064765491,174608954.26935154,0.0602449805431159,0.0,0.0,0.0,318016906.7043959,0.2026063668478206
42539,59,290.1697244698672,1.5,0.9814751013492428,157.9262044037974,1.5,0.5698363954932533,242.86985033551537,1.0,0.3565899979915254,159.7414177274812,1.0,0.0235493443788176,343.45098175714946,1.0,0.8671962904549713,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42539,Base Case,dikesnet,0.0,0.0,59884974.6667468,0.0541687729538291,510248192.2835767,0.8439032134341533,174559957.86050472,0.0656175749600753,0.0,0.0,0.0,744693124.8108283,0.9636895613480578
52072,127,162.71205942809215,10.0,0.6931671294943743,274.46662592702603,1.5,0.9340407178095512,79.4213750526004,1.5,0.6885293591305285,209.05310108663213,1.0,0.0884613109261222,299.8981843808103,1.5,0.5559938103487163,1.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52072,Base Case,dikesnet,38987596.284369856,0.0243119185649276,17534042.100215897,0.0148628563246259,101817064.7700908,0.1596816013963069,174554686.52928486,0.0653723382605202,0.0,0.0,0.0,332893389.6839614,0.2642287145463807
74781,27,254.18655639470143,1.0,0.6338635902156754,172.0399046055756,1.0,0.4902449341080394,212.8862524534817,10.0,0.990793347643922,42.11821287244516,1.0,0.0200438233940919,99.55232719688196,1.5,0.3944022549082797,2.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74781,Base Case,dikesnet,80778801.9522827,0.0606245303177217,96292341.58133744,0.094696571956729,0.0,0.0,174508615.60954374,0.0751644899588257,0.0,0.0,0.0,351579759.1431639,0.2304855922332764
92262,131,263.8818207749688,10.0,0.4550018269495681,314.3923884615659,1.5,0.6298104022769238,347.2069699706411,1.5,0.4438174315441343,169.98253186723394,1.5,0.0081672035179766,217.13298754754493,1.0,0.0501227993163499,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92262,Base Case,dikesnet,502787805.3305061,0.3505775037414504,4252189.494313659,0.0040232336713618,125361812.33738132,0.2224442869906209,174470189.38749772,0.0718042780208028,0.0,0.0,0.0,806871996.5496988,0.6488493024242361
99948,31,152.2075778215479,1.5,0.5074375515098424,268.48628491612686,1.5,0.2955851228753655,166.85261277140603,1.5,0.3692678704867059,246.250254615368,10.0,0.0536220450752212,42.7758858457333,1.5,0.7661393351845505,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99948,Base Case,dikesnet,351420972.39635247,0.2202576692411502,220379310.88868147,0.1802693679315176,505566593.9782175,0.789668817293455,174458680.39381787,0.064006746186312,0.0,0.0,0.0,1251825557.6570692,1.254202600652435
84835,33,343.0597464765294,1.0,0.7501010045458157,295.0095061452229,1.0,0.5567280742652619,296.35653392774327,1.0,0.3087961318314537,117.0280054731473,10.0,0.0271334162926594,246.14313487071928,1.5,0.9568754680766411,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84835,Base Case,dikesnet,35233681.59424937,0.0249162524181774,103617482.37558249,0.0952842290359848,867886643.4984372,1.4661665342543997,174452061.41670948,0.0683274401037446,0.0,0.0,0.0,1181189868.8849783,1.6546944558123062
60012,118,317.70465786813844,10.0,0.9945372824289738,211.0656461189316,1.0,0.7597927820108065,92.11049626657596,1.0,0.9510727976536718,271.019185295423,1.5,0.028905092081374,203.9321267579521,1.0,0.9246029472335556,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60012,Base Case,dikesnet,0.0,0.0,29307649.626797155,0.0298508868392895,15906113.684552072,0.0305341298757721,174450730.3968231,0.0760689196276232,0.0,0.0,0.0,219664493.70817232,0.1364539363426849
57063,19,277.70762660734107,1.5,0.9177163188970058,225.1973312636137,1.5,0.9651732238753024,83.34262006673532,1.0,0.4525026902892245,324.06136162586654,1.5,0.0189637088047389,197.8621545426226,10.0,0.3829464479903574,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57063,Base Case,dikesnet,0.0,0.0,9300819.675930224,0.0091598406952131,195849268.7050696,0.3473310771979225,174445294.58687633,0.0699365207697538,0.0,0.0,0.0,379595382.9678762,0.4264274386628895
41910,98,215.04171472294428,1.0,0.9886233839861358,346.05007977077446,10.0,0.9531606997259288,214.45899539727748,10.0,0.8845784026607606,133.06633489748975,1.0,0.0610708995450542,71.48139103129384,1.0,0.5241840602762516,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41910,Base Case,dikesnet,0.0,0.0,15400280.735803936,0.0151288711228712,59030179.09510908,0.1069839521148496,174440722.19363064,0.0737053149012939,0.0,0.0,0.0,248871182.02454364,0.1958181381390148
42198,8,187.3197823597761,1.5,0.5874741231563171,96.75097788309854,10.0,0.9865608070684349,343.79563573088285,1.0,0.8837743612353101,305.52756412870497,10.0,0.042090900418953,77.01729638058852,1.0,0.85540908218365,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42198,Base Case,dikesnet,116303670.56211317,0.0818348438983719,0.0,0.0,31877029.114608675,0.0574488612155943,174418686.242284,0.0714990512374828,0.0,0.0,0.0,322599385.9190059,0.2107827563514492
48382,117,331.8753759544508,10.0,0.7477058863643476,76.79714002343758,10.0,0.546106888261614,125.86561286267406,1.5,0.8254102869359654,319.80572289594977,1.5,0.0746543359216555,84.11185249985131,1.5,0.001995986448062,3.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48382,Base Case,dikesnet,39398746.1664099,0.0246097975017732,76520659.13953485,0.0627634173762016,18925560.317651656,0.0294360585774132,174349688.788008,0.0649189181773385,1168928332.339176,0.8196855001732557,0.0,1478122986.7507803,1.0014136918059822
54792,39,325.94861833794585,1.0,0.452340819799563,127.8896014859052,1.0,0.8701478331307038,155.85089708677538,1.5,0.4628746955594975,302.3155263156472,1.5,0.0343525454069628,175.30180664913462,1.0,0.6810329060304736,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54792,Base Case,dikesnet,527493868.5589739,0.3421589373953655,0.0,0.0,134861093.18228868,0.2240808907795884,174310426.73619705,0.0654920797245465,0.0,0.0,0.0,836665388.4774597,0.6317319078995005
22102,23,181.0067510844665,1.5,0.8634487152430649,217.8886448014232,1.0,0.542826463262559,101.55568529417911,1.0,0.3192798364364542,118.48301497103292,1.5,0.0335874826885134,297.53136748246527,1.5,0.3125303779236205,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22102,Base Case,dikesnet,0.0,0.0,101703121.2240258,0.0949292037758913,612318674.8374492,1.0578156617293124,174301391.93334523,0.0697933393451744,0.0,0.0,0.0,888323187.9948202,1.222538204850378
4435,86,42.25282892117309,1.5,0.4765173705895817,292.89029894166384,1.5,0.245896095071103,52.86587751229478,1.5,0.5355827152504244,235.345558799408,10.0,0.00254598941158,349.2355131867742,1.5,0.0520501119172802,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4435,Base Case,dikesnet,350713922.5446906,0.2197227703476794,271181626.0954429,0.2208246348029176,17667338.80463034,0.0281018254360385,174283223.05963787,0.0612953485351229,0.0,0.0,0.0,813846110.5044018,0.5299445791217586
