,epsilon_progress,nfe
0,0,0
1,7,100
2,35,1195
3,101,2291
4,162,3388
5,201,4475
6,229,5563
7,251,6635
8,255,7707
9,257,8757
10,259,9818
11,260,10823
12,261,11901
13,262,12906
14,262,13985
15,262,14998
16,262,16082
17,262,17082
18,262,18105
19,262,19109
20,262,20038
