,epsilon_progress,nfe
0,0,0
1,12,100
2,56,1197
3,116,2293
4,159,3384
5,201,4462
6,249,5522
7,290,6594
8,304,7634
9,307,8717
10,311,9779
11,317,10855
12,321,11870
13,324,12902
14,332,13938
15,340,14962
16,347,15981
17,353,17019
18,359,18059
19,360,19067
20,362,20132
21,363,21182
22,365,22212
23,369,23252
24,375,24272
25,377,25305
26,380,26363
27,383,27429
28,385,28481
29,389,29518
30,392,30135
