,epsilon_progress,nfe
0,0,0
1,16,100
2,89,1197
3,169,2295
4,242,3387
5,350,4477
6,455,5557
7,514,6635
8,547,7714
9,581,8801
10,601,9884
11,621,11097
12,636,12293
13,644,13486
14,648,14684
15,649,15880
16,654,17061
17,658,18257
18,659,19438
19,660,20621
20,661,21820
21,664,23018
22,666,24216
23,667,25427
24,669,26628
25,669,27833
26,669,29050
27,669,30250
