,epsilon_progress,nfe
0,0,0
1,11,100
2,30,1197
3,54,2294
4,93,3383
5,141,4460
6,177,5528
7,182,6551
8,184,7590
9,185,8621
10,186,9648
11,187,10696
12,188,11773
13,189,12830
14,190,13911
15,190,14971
16,190,16038
17,190,17038
18,191,18055
19,191,19105
20,191,20137
21,191,21148
22,192,22153
23,192,23177
24,192,24194
25,192,25221
26,192,26300
27,192,27309
28,192,28318
29,192,29405
30,192,30044
