,epsilon_progress,nfe
0,0,0
1,19,100
2,75,1197
3,130,2291
4,174,3384
5,212,4479
6,243,5548
7,252,6548
8,259,7555
9,269,8611
10,284,9614
11,290,10625
12,297,11651
13,299,12666
14,304,13694
15,314,14702
16,316,15733
17,320,16769
18,321,17816
19,322,18958
20,322,20161
21,322,21346
22,322,22512
23,322,23689
24,322,24839
25,323,26007
26,323,27152
27,323,28307
28,323,29475
29,323,30057
