,epsilon_progress,nfe
0,0,0
1,19,100
2,76,1195
3,136,2195
4,236,3287
5,304,4384
6,397,5478
7,493,6573
8,539,7652
9,560,8724
10,572,9801
11,591,11041
12,599,12176
13,601,13311
14,608,14457
15,616,15603
16,619,16746
17,623,17896
18,625,19022
19,628,20171
