,epsilon_progress,nfe
0,0,0
1,3,100
2,14,1194
3,52,2288
4,140,3379
5,234,4471
6,302,5544
7,338,6599
8,362,7653
9,372,8710
10,381,9761
11,385,10869
12,387,11966
13,391,13059
14,394,14144
15,396,15252
16,396,16342
17,396,17438
18,397,18525
19,397,19599
20,397,20693
21,397,21786
22,397,22893
23,398,23977
24,398,25067
25,399,26147
26,399,27249
27,399,28346
28,399,29441
29,399,30106
