,epsilon_progress,nfe
0,0,0
1,10,100
2,70,1197
3,122,2291
4,198,3384
5,241,4473
6,272,5528
7,281,6534
8,287,7535
9,290,8614
10,294,9629
11,296,10634
12,297,11648
13,300,12678
14,301,13680
15,302,14767
16,304,15796
17,307,16822
18,307,17835
19,308,18874
20,310,19900
21,312,20949
22,315,21985
23,317,23019
24,319,24054
25,324,25092
26,330,26150
27,335,27215
28,343,28281
29,351,29448
30,354,30026
