,epsilon_progress,nfe
0,0,0
1,11,100
2,89,1194
3,144,2284
4,212,3284
5,313,4371
6,416,5455
7,497,6537
8,544,7623
9,565,8707
10,585,9777
11,610,10785
12,624,12158
13,636,13494
14,647,14842
15,652,16180
16,655,17509
17,657,18836
18,661,20157
19,663,21497
20,667,22833
21,667,24154
22,669,25490
23,671,26833
24,672,28175
25,674,29521
26,674,30419
