,epsilon_progress,nfe
0,0,0
1,7,100
2,68,1193
3,139,2290
4,194,3388
5,266,4388
6,349,5483
7,425,6567
8,468,7639
9,498,8708
10,513,9778
11,529,10830
12,532,12079
13,546,13327
14,550,14582
15,553,15857
16,559,17117
17,561,18382
18,562,19658
19,562,20292
