,epsilon_progress,nfe
0,0,0
1,10,100
2,67,1193
3,119,2289
4,183,3384
5,247,4473
6,319,5562
7,353,6608
8,370,7652
9,382,8698
10,388,9757
11,390,10809
12,394,11852
13,396,12898
14,397,13946
15,399,14975
16,400,16013
17,402,17062
18,402,18100
19,404,19140
20,405,20178
21,406,21229
22,408,22268
23,408,23304
24,409,24336
25,410,25382
26,411,26412
27,413,27449
28,414,28486
29,414,29532
30,414,30057
