,epsilon_progress,nfe
0,0,0
1,9,100
2,39,1195
3,77,2288
4,125,3381
5,186,4477
6,236,5562
7,252,6574
8,260,7583
9,263,8604
10,267,9606
11,272,10643
12,273,11661
13,275,12778
14,275,13785
15,275,14892
16,275,15910
17,275,16915
18,275,17922
19,275,18930
20,276,19934
21,276,21037
22,276,22141
23,276,23257
24,276,24266
25,276,25279
26,276,26387
27,276,27478
28,276,28488
29,276,29610
30,276,30107
