,epsilon_progress,nfe
0,0,0
1,6,100
2,29,1196
3,54,2289
4,85,3379
5,116,4390
6,124,5404
7,132,6412
8,136,7437
9,141,8466
10,152,9503
11,159,10566
12,163,11602
13,166,12646
14,166,13648
15,166,14703
16,166,15767
17,166,16829
18,166,17833
19,166,18929
20,166,20017
21,166,21108
22,166,22186
23,166,23250
24,166,24333
25,166,25416
26,166,26501
27,166,27503
28,166,28514
29,166,29517
30,166,30010
