,epsilon_progress,nfe
0,0,0
1,10,100
2,37,1193
3,96,2292
4,134,3385
5,168,4473
6,195,5505
7,202,6517
8,206,7586
9,207,8665
10,210,9747
11,210,10820
12,211,11907
13,211,12922
14,211,13934
15,213,14955
16,213,15971
17,213,16988
18,213,18002
19,214,19012
20,214,20031
