,epsilon_progress,nfe
0,0,0
1,8,100
2,68,1196
3,116,2293
4,152,3386
5,197,4471
6,223,5543
7,233,6561
8,239,7645
9,244,8675
10,252,9726
11,254,10795
12,257,11853
13,260,12940
14,266,13944
15,269,15018
16,275,16054
17,284,17113
18,292,18171
19,299,19192
20,299,20257
21,301,21333
22,304,22387
23,305,23469
24,305,24548
25,305,25602
26,306,26688
27,306,27775
28,307,28854
29,307,29942
30,307,30124
