,epsilon_progress,nfe
0,0,0
1,25,100
2,129,1194
3,223,2287
4,305,3374
5,381,4469
6,450,5564
7,506,6656
8,536,7714
9,552,8776
10,577,9844
11,599,10955
12,604,12045
13,611,13129
14,613,14221
15,614,15316
16,615,16418
17,615,17513
18,618,18613
19,619,19693
20,622,20244
