,epsilon_progress,nfe
0,0,0
1,21,100
2,126,1197
3,242,2295
4,317,3390
5,362,4483
6,427,5577
7,489,6671
8,543,7752
9,586,8806
10,603,9866
11,619,10949
12,625,12003
13,630,13073
14,636,14142
15,640,15205
16,647,16281
17,650,17363
18,651,18445
19,653,19531
20,654,20185
