,epsilon_progress,nfe
0,0,0
1,8,100
2,47,1195
3,110,2288
4,155,3381
5,203,4470
6,238,5539
7,266,6567
8,282,7605
9,293,8655
10,297,9713
11,301,10840
12,302,11942
13,303,13051
14,303,14173
15,303,15289
16,303,16403
17,303,17534
18,303,18648
19,303,19656
20,303,20077
