,epsilon_progress,nfe
0,0,0
1,7,100
2,60,1196
3,114,2292
4,172,3390
5,226,4479
6,246,5569
7,279,6654
8,292,7700
9,307,8781
10,315,9805
11,318,10817
12,319,11862
13,319,12917
14,319,13957
15,319,14982
16,320,16029
17,320,17089
18,320,18153
19,320,19198
20,320,20054
