,EWS_DaysToThreat,rfr_0_t0,rfr_0_t1,rfr_0_t2,rfr_1_t0,rfr_1_t1,rfr_1_t2,rfr_2_t0,rfr_2_t1,rfr_2_t2,rfr_3_t0,rfr_3_t1,rfr_3_t2,rfr_4_t0,rfr_4_t1,rfr_4_t2,A1_DikeIncrease_t0,A1_DikeIncrease_t1,A1_DikeIncrease_t2,A2_DikeIncrease_t0,A2_DikeIncrease_t1,A2_DikeIncrease_t2,A3_DikeIncrease_t0,A3_DikeIncrease_t1,A3_DikeIncrease_t2,A4_DikeIncrease_t0,A4_DikeIncrease_t1,A4_DikeIncrease_t2,A5_DikeIncrease_t0,A5_DikeIncrease_t1,A5_DikeIncrease_t2,A4_Expected_Annual_Damage,A4_Expected_Number_of_Deaths,Total_Infrastructure_Costs,Total_Expected_Annual_Damage,Total_Expected_Number_of_Deaths
0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,7,0,0,5,0,0,10,1,0,2,0,0,698046.1819879127,6.160881206786161e-05,322412864.0081373,698046.1819879127,6.160881206786161e-05
1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,5,2,0,6,0,0,10,5,6,4,0,0,0.0,0.0,335237030.4927887,2074748.6172900659,0.00023985634449660834
2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,7,0,0,5,0,0,10,0,0,2,0,0,0.0,0.0,434767921.4667843,0.0,0.0
3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,6,0,0,10,2,0,4,0,0,0.0,0.0,262285704.1673021,2126427.0152394692,0.0002511045551039359
4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,5,0,0,10,1,1,4,0,0,737228.0708938544,5.333562401874009e-05,224120893.23379728,737228.0708938544,5.333562401874009e-05
5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,4,0,0,10,0,0,3,0,0,0.0,0.0,185475853.12236273,6273272.33612685,0.0007533136653118076
6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,7,0,0,0,0,0,3874115.350300506,0.00023187939075764948,128593889.45033704,107235132.74638653,0.011801912729444555
7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,2,0,0,9,0,0,0,0,0,0.0,0.0,130925675.24722672,97629809.5841374,0.01453764545694625
8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,7,0,0,0,0,0,3874115.350300506,0.00023187939075764948,123557587.03306283,131164534.48364924,0.013880389433983543
9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,9,0,0,0,0,0,0.0,0.0,137992191.91705856,34718701.541112565,0.004018874683642688
10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,4,0,0,8,0,0,0,0,0,13000256.154794477,0.0008638866042293567,150848905.37894848,19273528.490921326,0.0016172002695411642
11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,4,3,0,10,1,0,4,0,0,717155.0643343191,5.126152646899015e-05,240257619.76016706,4731960.12096966,0.0009292363427517509
12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,7,0,0,0,0,0,0.0,0.0,119670860.73469403,184697440.1718033,0.020254751886174503
13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0.0,0.0,99371573.10737334,198402859.6300163,0.02312858022949766
14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,3,0,0,7,0,0,0,0,0,16901892.648164343,0.001059975221125345,129073461.0701736,75549995.92653963,0.007157326609307022
15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,8,0,0,0,0,0,12414260.507008912,0.000802313827868226,142008557.77863786,33224665.489636235,0.0032427587571942705
16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,6,0,0,0,0,0,58519313.19690725,0.0032113024011788437,117983648.42630099,197237578.413857,0.019333225715853893
17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,5,0,0,10,0,1,4,0,0,1693409.5418707398,0.00010667124803748019,214973711.43770936,1693409.5418707398,0.00010667124803748019
18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1288000.474939281,6.952924545619032e-05,45281359.09294004,666143606.0341314,0.06771394313435537
19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,5,0,0,10,0,0,3,0,0,2174931.2012167755,0.00016000687205622029,203103178.38153926,2174931.2012167755,0.00016000687205622029
20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1288000.474939281,6.952924545619032e-05,49841661.23588018,592907184.8863435,0.06159431489058193
21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,6,0,0,0,0,0,43965548.08513408,0.0023756961395692945,92660076.90737799,266297809.4524131,0.027582753073605942
22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1170903.2962864123,6.204935592323774e-05,11068771.68625446,1343136977.9092083,0.1210774254564375
23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3941589.299814074,0.0002083252092281502,48323974.92335653,595560773.7112184,0.061733110854353894
24,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,9,0,0,0,0,0,0.0,0.0,168692191.91705856,27836232.348223265,0.003203301927083438
25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0.0,0.0,94335270.69009914,222332261.36727902,0.02520705693403665
26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,5,0,0,10,0,1,3,0,0,1693409.5418707398,0.00010667124803748019,211948120.92289224,6216227.538670415,0.0008686500061189321
27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,5,0,0,0,0,0,53874729.402564496,0.0028178178293691773,86569096.8751206,391640778.50697064,0.03863787454640368
28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,183165716.47909787,0.008906290053404025,80073618.90859988,405497977.8463769,0.034113346987440674
29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,3,0,0,6,0,0,0,0,0,60869047.992899515,0.00345737656588708,127398267.28745246,119517151.2712748,0.009554727954068757
30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,2,0,0,9,0,0,0,0,0,0.0,0.0,166661977.66450095,27836232.348223265,0.026694182725695313
31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1288000.474939281,6.952924545619032e-05,54877963.653154396,568977783.1490808,0.05951583818604294
32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0.0,0.0,56553157.435875535,567689782.6741415,0.05944630894058675
33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,5,0,0,0,0,0,85605175.45071587,0.004565115163678746,91142390.59485434,307937436.8179949,0.029772172097715394
34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,183165716.47909787,0.008906290053404025,85109921.32587409,381568576.10911417,0.03203487028290168
35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0.0,0.0,89761976.97036539,337766049.1044061,0.035820056717034504
36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0.0,0.0,85201674.82742524,411002470.252194,0.04193968496080794
37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3941589.299814074,0.0002083252092281502,53360277.340630755,571631371.9739556,0.0596546341498149
38,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0.0,43286457.998778105,1247300971.651915,0.1106950168639142
39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3941589.299814074,0.0002083252092281502,43763672.7804164,668797194.8590063,0.06785273909812732
40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,1288000.474939281,6.952924545619032e-05,88086783.18764424,339054049.5793454,0.03588958596249069
41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,24555186.390355475,0.0012455046473248137,46950398.599267125,616174370.8017597,0.06277029029245056
42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0.0,0.0,89774968.54715899,295568682.51506686,0.03132668517781008
43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0.0,0.0,46956552.87566118,664855605.5591922,0.06764441388889918
44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0.0,0.0,51516855.01860133,591619184.4114043,0.06152478564512574
45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0.0,12586457.998778107,1341966074.612922,0.12101537610051426
46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,3,0,0,8,0,0,0,0,0,10058758.419725243,0.0006402728090344316,130920726.03083524,68706861.69810052,0.006737624197216108
47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,3,0,0,9,0,0,0,0,0,0.0,0.0,132955889.49978435,58648103.27837528,0.006097351388181677
48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,24555186.390355475,0.0012455046473248137,42390096.456326984,689410791.9495476,0.06888991853622399
