,epsilon_progress,nfe
0,0,0
1,3,100
2,33,1197
3,92,2293
4,139,3387
5,166,4478
6,212,5557
7,236,6647
8,244,7649
9,257,8684
10,260,9770
11,263,10791
12,263,11796
13,263,12800
14,263,13811
15,263,14814
16,263,15949
17,263,17094
18,263,18108
19,263,19118
20,263,20143
