,epsilon_progress,nfe
0,0,0
1,17,100
2,70,1194
3,152,2289
4,236,3289
5,275,4376
6,309,5459
7,324,6467
8,330,7520
9,332,8577
10,335,9666
11,336,10754
12,338,11834
13,339,12882
14,339,13935
15,340,15008
16,340,16057
17,341,17097
18,341,18169
19,341,19258
20,341,20063
